duration,credit_amount,installment_commitment,residence_since,age,existing_credits,job,num_dependents,credit_job_ratio,credit_age_ratio,monthly_burden,debt_burden,checking_status_0<=X<200,checking_status_<0,checking_status_no checking,credit_history_all paid,credit_history_critical/other existing credit,credit_history_no credits/all paid,purpose_education,purpose_new car,purpose_radio/tv,purpose_used car,savings_status_500<=X<1000,savings_status_<100,savings_status_>=1000,savings_status_no known savings,employment_4<=X<7,employment_<1,property_magnitude_no known property,property_magnitude_real estate,other_payment_plans_bank,housing_for free,housing_own,housing_rent,marital_status_div/dep/mar,class
-1.2364778603818776,-0.9339918953184984,0.9184771676276685,1.0469866784197936,2.2828794357591247,1.0270789116578085,0.1469491804436178,-0.4282895663715403,-1.0521280426140145,-1.6903058013163177,0.5843593052503886,1.558005960514621,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2.2481943623946683,1.1631492749363739,-0.8701833340815202,-0.7659772668958666,-1.4387766389488574,-0.7049259983890862,0.1469491804436178,-0.4282895663715403,1.1223430968306536,1.6303885539990297,-0.15109171444657013,-0.9000628701684519,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
-0.738667542842371,-0.18174959275099806,-0.8701833340815202,0.1405047057619635,1.2272170182261861,-0.7049259983890862,-1.3837714491773996,2.3348689263480744,0.269313824598383,-0.6231818747050185,0.40639750417357545,-0.9000628701684519,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1.7503840448551617,1.52538497040668,-0.8701833340815202,1.0469866784197936,0.9409496659236648,-0.7049259983890862,0.1469491804436178,2.3348689263480744,1.498142823865753,1.0961733990813916,0.5233079213028797,-0.9000628701684519,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.2569530922366421,0.9047612406796556,0.024146916773074168,1.0469866784197936,1.491441152982199,1.0270789116578085,0.1469491804436178,2.3348689263480744,0.8543008416437855,0.30584885120243416,0.6505940048201367,0.7386496836202634,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.2525737273156552,1.7042188497026747,-0.8701833340815202,1.0469866784197936,0.09939050265205127,-0.7049259983890862,-1.3837714491773996,2.3348689263480744,2.225986016665489,1.57558326837708,1.0007181365229614,-0.9000628701684519,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.2569530922366421,0.2074372217800797,0.024146916773074168,1.0469866784197936,1.491441152982199,-0.7049259983890862,0.1469491804436178,-0.4282895663715403,0.13104732166820304,-0.3527947427353256,-0.22965099976919542,-0.4903847317212731,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1.2525737273156552,1.3628053457181226,-0.8701833340815202,-0.7659772668958666,0.09939050265205127,-0.7049259983890862,1.677669810064635,-0.4282895663715403,0.9447895128888033,1.249942310259265,0.5689568478237627,-0.9000628701684519,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
-0.738667542842371,0.30544116124961235,-0.8701833340815202,1.0469866784197936,1.9657415667042326,-0.7049259983890862,-1.3837714491773996,-0.4282895663715403,0.7746949586278642,-0.430980756382721,1.0225476776583007,-0.9000628701684519,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
0.7547634097761486,0.9976694112758833,0.9184771676276685,-0.7659772668958666,-0.6429508548224555,1.0270789116578085,1.677669810064635,-0.4282895663715403,0.5660589865488304,1.1760652403358574,0.4045320596622377,1.558005960514621,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
